Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;newUF
S ;PR;Cascavel;F;entre 31 a 40 anos;2014;12;16/12/2014;24/12/2014;14/01/2015;8;Casas Bahia;Varejo;Demais Produtos;Móveis e Colchões;Saúde e Segurança;Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto;Loja física;N;S;Finalizada não avaliada;Não Avaliada;;Paraná
NE;PE;Carpina;M;entre 21 a 30 anos;2014;12;16/12/2014;18/12/2014;08/01/2015;2;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de Telefonia e Informática;Microcomputador e laptops;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Pernambuco
SE;MG;Juiz de Fora;F;entre 21 a 30 anos;2014;12;16/12/2014;26/12/2014;16/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
NE;BA;Lauro de Freitas;F;entre 31 a 40 anos;2014;12;09/12/2014;18/12/2014;08/01/2015;9;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Bahia
S ;RS;Guaíba;M;entre 21 a 30 anos;2014;12;10/12/2014;18/12/2014;08/01/2015;8;Lojas Colombo;Varejo;Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
S ;RS;Frederico Westphalen;M;entre 21 a 30 anos;2014;12;05/12/2014;12/12/2014;02/01/2015;7;KaBuM!;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;12;16/12/2014;22/12/2014;05/01/2015;6;Brastemp;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada avaliada;Resolvida;4;São Paulo
SE;SP;São Paulo;F;entre 21 a 30 anos;2014;12;07/12/2014;12/12/2014;02/01/2015;5;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de Telefonia e Informática;Aparelho celular;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
NE;BA;Salvador;M;entre 31 a 40 anos;2014;12;03/12/2014;11/12/2014;01/01/2015;8;Extra.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Bahia
SE;RJ;Niterói;M;entre 41 a 50 anos;2014;12;16/12/2014;23/12/2014;07/01/2015;7;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Rio de Janeiro
CO;DF;Brasília;M;entre 51 a 60 anos;2014;12;16/12/2014;24/12/2014;14/01/2015;8;Extra.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Distrito Federal
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;12;07/12/2014;11/12/2014;01/01/2015;4;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
NE;CE;Fortaleza;M;entre 31 a 40 anos;2014;12;04/12/2014;13/12/2014;03/01/2015;9;Casasbahia.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Ceará
NE;CE;Fortaleza;M;entre 31 a 40 anos;2014;12;04/12/2014;11/12/2014;01/01/2015;7;Ricardo Eletro.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Ceará
SE;SP;São Paulo;F;entre 51 a 60 anos;2014;12;04/12/2014;11/12/2014;01/01/2015;7;Itaú BMG Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Telefone;N;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;ES;Vitória;F;entre 21 a 30 anos;2014;12;08/12/2014;16/12/2014;06/01/2015;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Espírito Santo
NE;BA;Camaçari;M;até 20 anos;2014;12;04/12/2014;12/12/2014;02/01/2015;8;Bompreço Supermercados;Supermercados;Alimentos;Leites e Derivados;Saúde e Segurança;Alteração de odor, sabor, aspecto ou composição química;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Bahia
CO;GO;Goiânia;M;entre 31 a 40 anos;2014;12;04/12/2014;12/12/2014;02/01/2015;8;KaBuM!;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Goiás
S ;SC;Tubarão;M;entre 31 a 40 anos;2014;12;05/12/2014;13/12/2014;03/01/2015;8;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Santa Catarina
S ;PR;Curitiba;F;entre 51 a 60 anos;2014;12;09/12/2014;19/12/2014;06/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Loja física;S;S;Finalizada avaliada;Resolvida;1;Paraná
SE;SP;Bragança Paulista;F;entre 21 a 30 anos;2014;12;07/12/2014;16/12/2014;06/01/2015;9;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Vício de Qualidade;Dificuldade de pagamento, saque, depósito, transferência;Loja física;N;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2014;12;09/12/2014;17/12/2014;07/01/2015;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
SE;RJ;Campos dos Goytacazes;M;entre 21 a 30 anos;2014;12;10/12/2014;16/12/2014;06/01/2015;6;Ricardo Eletro.com;Comércio Eletrônico;Alimentos;Alimentos para fins especiais (dietéticos, infantis, suplementos, gestantes, energéticos, isotônicos etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
NE;BA;Pau Brasil;M;entre 21 a 30 anos;2014;12;10/12/2014;19/12/2014;09/01/2015;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Telefone;N;S;Finalizada não avaliada;Não Avaliada;;Bahia
NE;BA;Salvador;M;entre 51 a 60 anos;2014;12;02/12/2014;12/12/2014;02/01/2015;10;Casasbahia.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Internet;N;S;Finalizada não avaliada;Não Avaliada;;Bahia
CO;MT;Cuiabá;F;entre 31 a 40 anos;2014;12;10/12/2014;19/12/2014;09/01/2015;9;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Mato Grosso
SE;MG;Piumhi;M;até 20 anos;2014;12;02/12/2014;11/12/2014;01/01/2015;9;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
S ;SC;Camboriú;M;entre 41 a 50 anos;2014;12;08/12/2014;16/12/2014;06/01/2015;8;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Santa Catarina
SE;SP;São Paulo;M;entre 51 a 60 anos;2014;12;03/12/2014;11/12/2014;01/01/2015;8;Pontofrio.com;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2014;12;04/12/2014;13/12/2014;03/01/2015;9;Walmart.com;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
S ;PR;Curitiba;F;entre 41 a 50 anos;2014;12;04/12/2014;11/12/2014;01/01/2015;7;Bradescard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
CO;GO;Aparecida de Goiânia;F;entre 31 a 40 anos;2014;12;04/12/2014;13/12/2014;03/01/2015;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Goiás
SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2014;12;08/12/2014;18/12/2014;08/01/2015;10;Carrefour;Supermercados;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
SE;SP;São Paulo;M;entre 41 a 50 anos;2014;12;08/12/2014;18/12/2014;08/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Entrega do Produto;Não entrega / demora na entrega do produto;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;12;10/12/2014;18/12/2014;08/01/2015;8;Centauro.com.br;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;N;S;Finalizada não avaliada;Não Avaliada;;São Paulo
S ;RS;Passo Fundo;F;entre 31 a 40 anos;2014;12;10/12/2014;17/12/2014;07/01/2015;7;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
SE;MG;Belo Horizonte;M;entre 41 a 50 anos;2014;12;10/12/2014;16/12/2014;06/01/2015;6;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Saúde e Segurança;Recall – descumprimento, dúvida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
S ;PR;Curitiba;F;entre 41 a 50 anos;2014;12;08/12/2014;12/12/2014;02/01/2015;4;Shoptime;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
SE;SP;São Caetano do Sul;F;entre 61 a 70 anos;2014;12;08/12/2014;11/12/2014;01/01/2015;3;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de Telefonia e Informática;Aparelho celular;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Loja física;N;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;São Bernardo do Campo;F;entre 21 a 30 anos;2014;12;10/12/2014;20/12/2014;10/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;MG;Montes Claros;M;entre 31 a 40 anos;2014;12;15/12/2014;18/12/2014;08/01/2015;3;Submarino;Comércio Eletrônico;Demais Produtos;Instrumentos e acessórios musicais;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
SE;RJ;Rio de Janeiro;F;entre 61 a 70 anos;2014;12;15/12/2014;24/12/2014;14/01/2015;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;12;03/12/2014;12/12/2014;02/01/2015;9;Cartão Carrefour;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;São Paulo;M;entre 61 a 70 anos;2014;12;11/12/2014;19/12/2014;07/01/2015;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Microcomputador e laptops;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
SE;SP;São Bernardo do Campo;F;entre 41 a 50 anos;2014;12;11/12/2014;19/12/2014;09/01/2015;8;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;Itapecerica da Serra;F;entre 31 a 40 anos;2014;12;06/12/2014;16/12/2014;06/01/2015;10;KaBuM!;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
S ;PR;Londrina;M;entre 21 a 30 anos;2014;12;16/12/2014;17/12/2014;07/01/2015;1;Shoptime;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
NE;BA;Abaré;M;entre 21 a 30 anos;2014;12;16/12/2014;22/12/2014;12/01/2015;6;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Loja física;N;S;Finalizada não avaliada;Não Avaliada;;Bahia
NE;CE;Forquilha;M;entre 21 a 30 anos;2014;12;10/12/2014;19/12/2014;09/01/2015;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Ceará
